ISO3,VACCINE_NAME,PRODUCT_NAME,COMPANY_NAME,AUTHORIZATION_DATE,START_DATE,END_DATE,COMMENT,DATA_SOURCE
SOM,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
TLS,Sinovac - CoronaVac,Coronavac,Sinovac,2021-01-06,2021-06-14,,,REPORTING
LAO,Sinovac - CoronaVac,Coronavac,Sinovac,2021-06-16,,,,REPORTING
ALB,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-03-24,,,REPORTING
MDV,Sinovac - CoronaVac,Coronavac,Sinovac,2021-03-14,,,,REPORTING
DJI,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
ARM,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-06-16,,,REPORTING
ECU,Sinovac - CoronaVac,Coronavac,Sinovac,2021-03-06,2021-03-08,,,REPORTING
BEN,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-26,2021-03-29,,,REPORTING
GNQ,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-02-12,,,REPORTING
GEO,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-05-26,,,REPORTING
LBY,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
BWA,Sinovac - CoronaVac,Coronavac,Sinovac,2021-04-08,2021-03-26,,,REPORTING
OMN,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
SYR,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
YEM,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
CHL,Sinovac - CoronaVac,Coronavac,Sinovac,2021-01-20,2021-02-03,,,REPORTING
BRA,Sinovac - CoronaVac,Coronavac,Sinovac,2021-01-17,2021-01-17,,,REPORTING
MYS,Sinovac - CoronaVac,Coronavac,Sinovac,2021-03-02,2021-03-18,,,REPORTING
PHL,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-22,2021-03-01,,,REPORTING
COL,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-04,2021-02-22,,,REPORTING
THA,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-22,2021-02-28,,,REPORTING
AZE,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-01-20,,,REPORTING
HUN,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-02-15,,,REPORTING
TJK,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-06-09,,,REPORTING
EGY,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
TUN,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
RWA,Sinovac - CoronaVac,Coronavac,Sinovac,2021-07-17,,,,REPORTING
UGA,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
UZB,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-10-20,,,REPORTING
VEN,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
DOM,Sinovac - CoronaVac,Coronavac,Sinovac,2020-12-20,2021-02-24,,,REPORTING
MEX,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-09,2021-02-22,,,REPORTING
GIN,Sinovac - CoronaVac,Coronavac,Sinovac,2021-04-01,2021-03-05,,,REPORTING
ZWE,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-02-18,,,REPORTING
PAK,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
UKR,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-04-14,,,REPORTING
IDN,Novavax-NUVAXOVID,NUVAXOVID,Novavax,2021-11-01,2021-12-06,,,REPORTING
JPN,Novavax-NUVAXOVID,NUVAXOVID,Novavax,,,,,REPORTING
PHL,Novavax-NUVAXOVID,NUVAXOVID,Novavax,,,,,REPORTING
KOR,Novavax-NUVAXOVID,NUVAXOVID,Novavax,,,,,REPORTING
NZL,Novavax-NUVAXOVID,NUVAXOVID,Novavax,,,,,REPORTING
AUS,Novavax-NUVAXOVID,NUVAXOVID,Novavax,,,,,REPORTING
DZA,SII - Covishield,Covishield,Serum Institute of India,2021-02-01,,,,REPORTING
SYR,SII - Covishield,Covishield,Serum Institute of India,2021-02-03,2021-04-01,,,REPORTING
CPV,SII - Covishield,Covishield,Serum Institute of India,2021-02-25,2021-03-18,,,REPORTING
TLS,SII - Covishield,Covishield,Serum Institute of India,2021-02-23,2021-04-07,,,REPORTING
CAN,SII - Covishield,Covishield,Serum Institute of India,,,,,REPORTING
YEM,SII - Covishield,Covishield,Serum Institute of India,2021-02-27,2021-04-20,,,REPORTING
ALB,SII - Covishield,Covishield,Serum Institute of India,,2021-04-21,,,REPORTING
BGD,SII - Covishield,Covishield,Serum Institute of India,2021-01-07,2021-01-27,,,REPORTING
IND,SII - Covishield,Covishield,Serum Institute of India,2021-01-03,2021-01-16,,,REPORTING
NPL,SII - Covishield,Covishield,Serum Institute of India,2021-01-15,2021-01-27,,,REPORTING
AFG,SII - Covishield,Covishield,Serum Institute of India,2021-02-23,2021-02-22,,,REPORTING
TJK,SII - Covishield,Covishield,Serum Institute of India,,2021-03-24,,,REPORTING
SLV,SII - Covishield,Covishield,Serum Institute of India,2021-01-25,2021-04-12,,,REPORTING
BFA,SII - Covishield,Covishield,Serum Institute of India,2021-05-21,2021-06-02,,,REPORTING
SLB,SII - Covishield,Covishield,Serum Institute of India,2021-02-22,2021-03-23,,,REPORTING
DOM,SII - Covishield,Covishield,Serum Institute of India,2020-12-20,2021-02-16,,,REPORTING
LKA,SII - Covishield,Covishield,Serum Institute of India,2021-01-22,2021-01-29,,,REPORTING
MMR,SII - Covishield,Covishield,Serum Institute of India,2021-01-20,2021-01-27,,,REPORTING
MDV,SII - Covishield,Covishield,Serum Institute of India,2021-01-29,2021-02-01,,,REPORTING
ARG,SII - Covishield,Covishield,Serum Institute of India,2020-12-30,2021-02-21,,,REPORTING
BRA,SII - Covishield,Covishield,Serum Institute of India,2021-01-17,2021-01-17,,,REPORTING
LCA,SII - Covishield,Covishield,Serum Institute of India,2021-02-15,2021-02-17,,,REPORTING
GRD,SII - Covishield,Covishield,Serum Institute of India,2021-02-12,2021-02-15,,,REPORTING
TTO,SII - Covishield,Covishield,Serum Institute of India,2021-02-15,2021-02-17,,,REPORTING
HND,SII - Covishield,Covishield,Serum Institute of India,2021-03-04,2021-05-22,,,REPORTING
SWZ,SII - Covishield,Covishield,Serum Institute of India,,2021-03-19,,,REPORTING
KNA,SII - Covishield,Covishield,Serum Institute of India,2021-01-29,2021-02-22,,,REPORTING
BLZ,SII - Covishield,Covishield,Serum Institute of India,2021-02-15,2021-03-01,,,REPORTING
SUR,SII - Covishield,Covishield,Serum Institute of India,2021-02-15,2021-02-23,,,REPORTING
ATG,SII - Covishield,Covishield,Serum Institute of India,2021-04-05,2021-07-12,,,REPORTING
GTM,SII - Covishield,Covishield,Serum Institute of India,2021-02-18,2021-03-03,,,REPORTING
BWA,SII - Covishield,Covishield,Serum Institute of India,2021-02-26,2021-03-26,,,REPORTING
UZB,SII - Covishield,Covishield,Serum Institute of India,,2021-04-28,,,REPORTING
FJI,SII - Covishield,Covishield,Serum Institute of India,,2021-04-06,,,REPORTING
BTN,SII - Covishield,Covishield,Serum Institute of India,2021-01-21,2021-03-27,,,REPORTING
MDG,SII - Covishield,Covishield,Serum Institute of India,2021-03-26,2021-05-10,,,REPORTING
UKR,SII - Covishield,Covishield,Serum Institute of India,,2021-02-24,,,REPORTING
KEN,SII - Covishield,Covishield,Serum Institute of India,,2021-03-05,,,REPORTING
LSO,SII - Covishield,Covishield,Serum Institute of India,2021-02-25,2021-03-10,,,REPORTING
ETH,SII - Covishield,Covishield,Serum Institute of India,2021-03-03,2021-03-13,,,REPORTING
JAM,SII - Covishield,Covishield,Serum Institute of India,2021-02-15,2021-03-10,,,REPORTING
BEN,SII - Covishield,Covishield,Serum Institute of India,2021-02-24,2021-03-29,,,REPORTING
GNB,SII - Covishield,Covishield,Serum Institute of India,,2021-04-02,,,REPORTING
NGA,SII - Covishield,Covishield,Serum Institute of India,2021-03-04,2021-03-05,,,REPORTING
MUS,SII - Covishield,Covishield,Serum Institute of India,2021-01-21,2021-01-26,,,REPORTING
CIV,SII - Covishield,Covishield,Serum Institute of India,2021-02-13,2021-03-01,,,REPORTING
RWA,SII - Covishield,Covishield,Serum Institute of India,2021-02-23,2021-03-05,,,REPORTING
TGO,SII - Covishield,Covishield,Serum Institute of India,,2021-03-10,,,REPORTING
MWI,SII - Covishield,Covishield,Serum Institute of India,,2021-03-11,,,REPORTING
SLE,SII - Covishield,Covishield,Serum Institute of India,2021-03-04,2021-03-15,,,REPORTING
BOL,SII - Covishield,Covishield,Serum Institute of India,,,,,REPORTING
NIC,SII - Covishield,Covishield,Serum Institute of India,2021-02-15,2021-04-06,,,REPORTING
AGO,SII - Covishield,Covishield,Serum Institute of India,,2021-03-10,,,REPORTING
GMB,SII - Covishield,Covishield,Serum Institute of India,2021-02-12,2021-03-10,,,REPORTING
UGA,SII - Covishield,Covishield,Serum Institute of India,,2021-03-10,,,REPORTING
SYC,SII - Covishield,Covishield,Serum Institute of India,,2021-01-10,,,REPORTING
SOM,SII - Covishield,Covishield,Serum Institute of India,2021-02-22,2021-03-16,,,REPORTING
DJI,SII - Covishield,Covishield,Serum Institute of India,2021-02-22,2021-03-15,,,REPORTING
LAO,SII - Covishield,Covishield,Serum Institute of India,2021-02-22,2021-04-02,,,REPORTING
KHM,SII - Covishield,Covishield,Serum Institute of India,2021-02-12,2021-03-04,,,REPORTING
BHS,SII - Covishield,Covishield,Serum Institute of India,2021-03-05,2021-03-14,,,REPORTING
GUY,SII - Covishield,Covishield,Serum Institute of India,,2021-02-11,,,REPORTING
BRB,SII - Covishield,Covishield,Serum Institute of India,,2021-01-08,,,REPORTING
DMA,SII - Covishield,Covishield,Serum Institute of India,2021-02-09,2021-02-12,,,REPORTING
SDN,SII - Covishield,Covishield,Serum Institute of India,2021-02-20,2021-03-09,,,REPORTING
PAK,SII - Covishield,Covishield,Serum Institute of India,2021-01-20,2021-02-03,,,REPORTING
GHA,SII - Covishield,Covishield,Serum Institute of India,2021-02-12,2021-03-02,,,REPORTING
GIN,SII - Covishield,Covishield,Serum Institute of India,2021-02-18,2021-03-05,,,REPORTING
CAF,SII - Covishield,Covishield,Serum Institute of India,2021-02-26,2021-03-19,,,REPORTING
COD,SII - Covishield,Covishield,Serum Institute of India,2021-02-26,2021-04-19,,,REPORTING
COG,SII - Covishield,Covishield,Serum Institute of India,2021-03-03,2021-03-23,,,REPORTING
NER,SII - Covishield,Covishield,Serum Institute of India,2021-03-04,2021-03-29,,,REPORTING
SEN,SII - Covishield,Covishield,Serum Institute of India,2021-02-16,2021-02-23,,,REPORTING
OMN,SII - Covishield,Covishield,Serum Institute of India,,,,,REPORTING
ARE,SII - Covishield,Covishield,Serum Institute of India,,,,,REPORTING
MLI,SII - Covishield,Covishield,Serum Institute of India,2021-02-19,2021-03-31,,,REPORTING
LBR,SII - Covishield,Covishield,Serum Institute of India,2021-03-15,2021-04-01,,,REPORTING
STP,SII - Covishield,Covishield,Serum Institute of India,2021-02-21,2021-03-15,,,REPORTING
CMR,SII - Covishield,Covishield,Serum Institute of India,2021-03-04,2021-04-12,,,REPORTING
THA,SII - Covishield,Covishield,Serum Institute of India,2021-01-21,2021-03-16,,,REPORTING
VCT,SII - Covishield,Covishield,Serum Institute of India,2021-02-11,2021-02-14,,,REPORTING
SSD,SII - Covishield,Covishield,Serum Institute of India,2021-03-01,2021-04-06,,,REPORTING
MNG,SII - Covishield,Covishield,Serum Institute of India,2021-01-10,2021-02-23,,,REPORTING
PNG,SII - Covishield,Covishield,Serum Institute of India,2021-03-02,2021-05-05,,,REPORTING
BHR,SII - Covishield,Covishield,Serum Institute of India,,2020-12-25,,,REPORTING
COM,SII - Covishield,Covishield,Serum Institute of India,,2021-04-10,,,REPORTING
NAM,SII - Covishield,Covishield,Serum Institute of India,2021-03-05,2021-03-19,,,REPORTING
MOZ,SII - Covishield,Covishield,Serum Institute of India,2021-03-04,2021-03-08,,,REPORTING
ZMB,SII - Covishield,Covishield,Serum Institute of India,2021-02-28,2021-04-14,,,REPORTING
MRT,SII - Covishield,Covishield,Serum Institute of India,,2021-03-26,,,REPORTING
NRU,SII - Covishield,Covishield,Serum Institute of India,2021-03-02,2021-06-01,,,REPORTING
NIC,Finlay - Soberana Plus,Soberana Plus,Instituto Finlay de Vacunas,,2021-10-26,,,REPORTING
CUB,Finlay - Soberana Plus,Soberana Plus,Instituto Finlay de Vacunas,,,,,REPORTING
LAO,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
NIC,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,2021-10-25,,,REPORTING
VCT,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
UZB,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,2021-12-15,,,REPORTING
VEN,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
PHL,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,2021-08-20,2021-08-23,,,REPORTING
BHR,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
PSE,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
SYR,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
PHL,Julphar - Hayat-Vax,Hayat-Vax,,2021-08-11,2021-08-25,,,REPORTING
SYC,Julphar - Hayat-Vax,Hayat-Vax,,,,,,REPORTING
PRY,Julphar - Hayat-Vax,Hayat-Vax,,2020-12-30,2021-05-24,,,REPORTING
IRN,Shifa - COVIran Barakat,COVIran Barakat,,,,,,REPORTING
